,amount_of_loan,interest_rate,time_to_repay,simple_interest,cibil_score,past_debt_to_repay,profit_percentage_last_year,competition_scale,sustainability,startup,management_effectivity,Total_Revenue
2151,5599237,6,2,0,664,536354,42,1,1,0,1,48820210
2152,2431899,12,4,0,896,2802824,17,9,0,1,0,40276290
2153,9035140,13,9,1,408,4454477,36,7,0,1,0,100329740
2154,8597441,9,7,0,634,2769347,4,3,1,1,1,34560025
2155,596904,12,5,0,341,130294,23,10,0,0,1,57992660
2156,6460523,11,3,1,775,2137306,18,5,1,1,0,63756375
2157,3927435,10,7,1,497,1414628,32,9,1,1,1,110104440
2158,1270549,12,7,1,527,1865000,4,8,1,0,1,77760330
2159,4934763,8,6,0,414,1414923,5,2,0,0,0,170908330
2160,7024633,12,8,0,857,4684686,17,5,0,0,0,41467650
2161,9422785,8,5,0,889,1527985,12,10,1,1,0,70828980
2162,3759290,7,7,0,876,3556241,24,6,0,0,1,44381080
2163,4273712,6,3,0,594,630557,25,3,1,1,1,38496185
2164,2648261,6,6,1,675,2851236,34,6,1,1,1,116235345
2165,7417092,9,5,0,754,2664053,12,3,0,0,0,81714740
2166,3477625,11,1,1,454,313574,22,9,1,1,0,89916290
2167,9086396,10,4,1,348,3153758,20,7,0,1,0,78651660
2168,9217205,8,9,0,793,246633,20,3,0,0,0,79110100
2169,3307029,11,5,0,753,1417906,41,1,1,1,0,127353245
2170,9734713,10,7,0,638,118450,44,1,1,0,1,42393290
2171,4355459,12,4,0,623,469876,40,9,0,1,0,74183695
2172,9072794,9,9,0,560,4468279,5,5,0,0,0,67918105
2173,3478477,14,1,1,364,3177800,49,9,1,0,0,45117285
2174,6801578,11,3,1,452,4023240,12,6,0,0,0,42028290
2175,6308573,10,3,0,589,2580354,13,8,1,0,0,68429470
2176,896474,11,9,1,577,491015,11,2,0,0,0,90323265
2177,7638539,13,9,1,328,3339982,38,4,1,0,1,71540365
2178,2906617,7,6,1,535,4757097,19,3,1,0,0,111691460
2179,9051471,12,6,1,853,1425764,21,6,0,1,0,113790210
2180,3878672,9,4,0,345,2041937,0,10,0,1,1,70524935
2181,3125080,14,7,0,745,2721743,48,2,0,0,1,76481005
2182,5818681,10,2,1,615,3234120,28,5,1,0,0,41239160
2183,2403742,9,5,1,631,2493102,16,10,1,0,1,95475970
2184,9190176,6,3,1,555,274739,6,7,0,1,0,79441155
2185,5192698,7,9,0,763,1176779,40,1,0,0,1,49868490
2186,4832243,8,7,1,462,3710772,11,9,1,0,0,95054030
2187,7141396,10,8,0,401,4389444,46,7,1,1,0,77490230
2188,7399750,12,5,0,567,2818804,44,5,1,1,0,55899750
2189,3343981,14,5,0,831,4217827,25,4,0,1,0,110893935
2190,1302263,11,4,1,777,3634099,10,8,0,1,1,127175490
2191,2149653,12,3,0,894,4232578,25,5,1,1,1,72326575
2192,4651423,7,7,1,459,2177214,20,2,1,1,1,48137295
2193,1336515,14,1,0,534,3105739,3,10,1,1,1,51444925
2194,1733688,7,4,0,325,802884,47,8,0,0,0,106355160
2195,2104239,7,5,1,674,2976917,12,9,0,0,0,59716555
2196,1454286,14,6,1,676,3211549,5,1,0,1,0,109259830
2197,4991752,9,7,1,645,1700663,2,3,1,1,0,96205240
2198,1225948,13,9,1,346,3793877,39,1,0,1,0,159013710
2199,8238636,12,4,0,596,2062750,20,3,1,1,1,106731840
2200,7411209,9,7,1,721,1857059,46,10,1,1,1,47468615
2201,3038268,11,8,1,450,3539001,35,5,1,0,0,178886500
2202,1561313,6,1,1,390,467117,10,6,0,1,1,130083080
2203,3169550,13,9,1,520,3130144,28,5,0,1,1,53999560
2204,7597060,10,3,1,681,467926,34,9,0,0,0,66393865
2205,9790719,11,4,0,463,2343456,46,6,1,1,0,77984805
2206,9083816,11,9,0,493,4255762,25,10,1,0,1,87027315
2207,7583346,12,1,1,362,3763735,49,3,0,1,1,87978140
2208,8888873,8,9,1,445,4278058,15,2,1,1,0,89031530
2209,1574563,9,5,1,504,3853981,17,3,1,1,0,59146425
2210,9672762,7,4,0,817,2242519,7,9,0,1,0,53564115
2211,6417436,14,9,0,468,3593593,17,5,1,0,0,175505505
2212,7643907,7,3,1,613,2306275,2,8,1,1,1,52806010
2213,6687673,11,4,1,386,565068,36,7,0,1,1,47112010
2214,6004439,7,9,0,555,2905955,39,4,0,1,1,57348070
2215,5282517,10,8,1,751,1955055,47,2,1,0,0,101292610
2216,3560822,6,4,0,377,3655501,12,3,0,0,0,29805535
2217,9376757,14,8,0,452,1179461,17,1,1,1,0,90513430
2218,7898606,10,6,1,370,1604577,2,7,1,0,1,55818355
2219,9474222,7,7,1,467,2796531,31,5,0,1,0,50593380
2220,3018665,6,9,1,326,809572,1,3,1,0,1,27276450
2221,4508692,13,5,1,553,2911792,32,5,1,0,1,99957075
2222,2723630,10,9,1,636,1820882,10,4,1,1,1,50860195
2223,3035392,14,9,0,718,2043584,44,9,0,0,0,136794700
2224,9218301,10,4,1,306,328606,36,6,1,0,0,83295920
2225,7347329,12,2,0,498,2157831,49,9,0,0,0,157080670
2226,1399116,14,4,0,477,3162510,38,10,1,0,1,90893030
2227,1228883,6,9,1,369,1852048,3,3,1,0,0,69113115
2228,2277818,11,7,0,417,258250,25,5,1,1,1,82695860
2229,7561909,14,8,1,642,3988599,49,7,1,1,0,53947000
2230,9532980,6,5,0,706,2908908,8,1,0,0,0,44329980
2231,1070089,6,1,1,555,1697421,16,2,0,1,0,43945270
2232,3414445,9,1,1,520,1212185,21,9,1,1,0,119390040
2233,7050568,13,2,1,616,1517633,26,7,1,1,0,64536380
2234,1920558,11,9,1,400,4151989,46,3,0,0,0,50511985
2235,1026403,7,2,1,411,2767774,47,8,1,0,1,88172685
2236,1949172,11,1,1,707,3604221,2,5,1,0,1,139378170
2237,9119602,12,9,1,343,3152258,30,10,1,0,1,84821985
2238,9181439,7,5,0,477,1743291,40,3,0,0,0,138587945
2239,2367554,14,5,0,302,921284,21,5,1,0,0,79894850
2240,2995756,9,9,1,771,2335370,38,9,0,1,0,131728135
2241,9410541,14,6,0,368,471396,47,8,1,0,0,65184620
2242,3059851,6,1,0,808,284288,29,4,0,0,0,63710385
2243,6109136,6,7,1,812,1819338,43,7,1,1,1,125094990
2244,6247052,8,9,1,844,4596231,11,3,1,0,1,66092740
2245,8874659,12,9,1,817,4154630,36,1,0,0,1,60927625
2246,3463724,8,8,1,555,154335,27,7,0,1,1,71306400
2247,2899571,7,7,1,858,4701973,21,7,0,1,0,47528110
2248,733886,11,5,1,729,4687052,16,1,1,0,1,52995445
2249,1838386,13,2,1,557,882944,21,5,0,1,1,106479625
2250,7808296,8,4,1,789,774683,44,8,0,1,1,54347040
2251,9642535,14,9,1,479,1141847,38,9,1,0,0,55469415
2252,6304198,6,5,0,617,4232430,36,6,1,1,1,89479020
2253,9651046,9,8,0,780,1810577,29,7,1,1,0,74314000
2254,4760735,12,3,1,685,307106,46,9,0,0,0,101342980
2255,3233978,7,6,1,832,1819034,42,6,1,0,0,82461165
2256,9801288,11,4,0,468,3330938,16,4,1,1,0,81031460
2257,1529520,9,1,0,624,2608615,5,5,1,0,1,85921365
2258,6879039,6,7,1,399,88948,6,6,0,1,0,160025855
2259,1048622,14,1,1,785,431118,43,8,1,0,0,79931350
2260,7569479,13,5,0,732,521810,30,2,0,0,0,19838845
2261,9383066,14,9,0,865,2623770,4,1,0,1,1,77500450
2262,4326865,8,7,1,448,39118,28,9,1,0,0,78567345
2263,9488759,9,6,0,336,1057497,31,7,1,0,1,34117645
2264,8714502,6,3,0,469,3581103,20,5,0,0,0,161727120
2265,2492525,12,8,1,827,2847665,8,9,1,1,0,56750200
2266,9351402,12,5,0,611,140096,15,10,1,1,0,88339490
2267,4231496,9,1,1,683,4048544,32,5,1,1,0,61543015
2268,3018599,6,1,0,608,162158,27,6,1,1,0,41653800
2269,9681493,7,2,1,538,1389034,5,4,1,0,1,62698605
2270,7574684,12,6,0,559,573337,23,4,0,1,1,127408360
2271,5621269,14,8,0,751,2042457,43,5,0,0,0,83570400
2272,6238605,7,9,1,517,4046130,46,6,0,1,0,52060315
2273,3733975,8,7,0,764,2809886,49,10,1,1,1,100355290
2274,6819374,6,6,0,588,360250,39,3,1,0,0,40626325
2275,4626749,11,1,1,858,4877681,11,7,0,1,1,96664410
2276,5404737,13,3,1,606,1308314,4,8,0,1,1,50972250
2277,2664713,9,1,0,478,2190520,23,7,0,1,0,107795085
2278,9725904,7,1,0,317,512081,40,3,1,1,0,102077725
2279,5181199,7,9,0,766,104624,49,2,0,0,0,128258445
2280,8517258,9,8,1,850,4525371,32,2,1,1,0,89173515
2281,9963160,7,6,0,334,3304686,2,1,0,1,0,58507310
2282,6639551,13,9,0,882,4790531,41,4,0,0,1,98873755
2283,4487651,9,6,0,780,2424001,43,4,1,0,1,37998690
2284,733817,10,4,1,636,3601352,40,2,1,1,1,113031375
2285,809473,10,3,1,891,3443214,24,10,0,1,1,69510600
2286,6065642,8,7,0,606,3796140,10,1,0,1,1,51478140
2287,6268761,13,9,1,372,170609,11,10,0,0,0,39408320
2288,9891883,13,6,0,752,1152896,25,6,0,1,0,65800375
2289,9614546,9,4,0,356,2403519,28,10,0,0,1,81852345
2290,5591070,6,9,0,638,1160059,14,3,0,0,0,52239530
2291,7878715,11,7,1,630,117934,2,1,0,0,0,82114780
2292,1354867,6,4,0,727,4286568,7,7,1,1,0,66203700
2293,2247427,14,4,0,601,2694480,23,4,0,0,1,105462005
2294,2419071,9,7,1,463,1616142,45,6,0,0,0,57240030
2295,9462402,6,2,0,676,2533482,47,5,1,1,1,123273640
2296,7288530,11,8,1,896,482920,5,6,1,0,0,68097685
2297,9635056,14,5,0,353,2236120,15,2,0,1,0,45997665
2298,8935936,14,3,1,330,668834,7,1,0,1,1,95106590
2299,3737432,9,9,1,515,4460584,16,7,0,1,1,116390470
2300,1234329,13,5,1,489,1971906,13,10,1,0,1,37276355
2301,9376373,7,1,1,329,3534472,20,10,0,0,1,152647380
2302,1564123,12,7,1,303,3502352,12,9,0,0,0,79133095
2303,911029,8,7,1,553,3323773,35,2,0,1,1,146012410
2304,1152227,13,6,1,640,566838,35,6,0,1,1,87828125
2305,1619664,9,4,0,618,3556532,1,5,0,1,0,50034200
2306,6284846,8,1,0,682,2413387,15,10,1,0,1,69612435
2307,5900634,8,9,0,474,2238872,9,9,1,0,0,98144120
2308,9212498,14,1,0,598,1404557,23,8,1,0,0,134191155
2309,9296436,10,2,1,510,4903510,41,4,1,0,1,48949420
2310,5700400,11,6,1,896,3884757,41,7,0,0,1,53779100
2311,8241340,8,9,1,874,4862059,17,6,1,0,0,77013905
2312,1094357,12,7,1,439,4408359,8,10,0,0,0,39990130
2313,2262963,11,8,0,691,2764415,23,4,1,1,0,58101430
2314,8298522,10,7,1,514,2921620,42,3,1,1,0,46757595
2315,2122698,10,9,0,782,1492862,48,3,1,1,0,108077230
2316,1307161,10,8,0,801,3259550,47,6,0,0,1,67926500
2317,1050954,7,4,0,415,1612724,8,7,0,1,1,125835210
2318,4279327,12,2,0,540,4750660,29,5,1,1,0,66744630
2319,9639956,11,6,1,850,152413,28,6,1,1,1,41840680
2320,7693629,9,7,1,644,658067,29,3,1,0,0,91988760
2321,6788147,8,1,1,690,1573182,21,10,0,1,1,114265805
2322,1622946,7,7,0,498,371511,14,2,0,0,0,103031835
2323,6268612,11,5,0,617,1437005,31,1,1,1,1,24500260
2324,3988217,13,1,0,487,1433675,17,5,1,1,1,78191760
2325,9183438,12,3,1,435,1698947,6,4,1,1,0,85224580
2326,540898,9,5,0,672,709965,38,1,0,1,1,44683300
2327,1932934,6,9,1,568,3505157,24,8,0,1,1,99977880
2328,6038528,11,9,0,735,3093860,0,4,0,0,1,55776380
2329,3699119,11,7,0,888,3761201,19,10,0,1,0,74473140
2330,749634,12,5,0,751,3097036,37,8,0,1,0,46070300
2331,4843422,6,2,1,477,2413595,35,9,0,1,1,46377265
2332,9703274,7,7,0,597,3957598,6,4,0,0,0,56940730
2333,1080208,7,2,1,328,2211011,44,5,0,0,1,86117370
2334,4744221,13,7,1,714,2853923,48,7,0,1,1,147729005
2335,5718530,12,6,0,398,979515,5,8,1,0,0,30620945
2336,4064666,9,7,1,824,1713195,14,1,1,0,1,74959320
2337,4838595,14,2,0,677,3677753,42,4,1,1,1,77010985
2338,1226903,11,5,0,782,2171943,4,4,0,1,1,66290205
2339,4611982,14,9,1,536,1144695,22,9,0,1,1,38547650
2340,1886739,10,4,0,582,385684,34,1,0,0,0,84701535
2341,8576395,6,9,1,323,1209801,39,5,1,1,1,65272950
2342,3483693,12,6,1,487,1955089,10,10,0,0,0,109961360
2343,4322238,8,4,0,352,2071905,32,7,0,0,1,62674150
2344,3166150,11,3,1,480,3529558,6,10,0,0,1,78113650
2345,741973,14,4,1,305,3282165,6,8,0,1,0,92807820
2346,4532060,7,5,0,844,481421,5,1,0,1,1,114489185
2347,2253772,9,6,0,348,3896842,9,6,1,1,1,126759755
2348,2814403,6,3,0,881,4516209,35,5,1,0,1,65690145
2349,7611839,9,5,0,614,1701636,2,6,0,0,0,76961345
2350,4302491,6,6,0,610,4002921,48,9,0,0,0,71007100
2351,3273718,7,7,1,619,952736,49,4,0,0,1,139774560
2352,4869752,9,8,0,894,977540,31,4,1,0,1,63787400
2353,2254568,9,8,0,537,2928497,37,8,0,1,0,56722095
2354,1983974,13,5,1,873,2686274,24,1,0,1,1,89306740
2355,6725226,13,9,1,498,2883473,35,7,1,0,0,39839750
2356,856926,10,3,1,696,3192336,24,3,1,0,1,120679585
2357,6052680,12,8,1,852,4999607,23,3,1,0,0,72881010
2358,8722512,9,8,1,327,1907755,32,4,0,0,1,103310695
2359,6342675,9,9,1,556,1089381,23,5,1,1,0,91400380
2360,5779494,7,3,1,619,1515072,23,8,0,1,0,119363760
2361,2139493,6,1,0,788,571841,17,8,0,1,0,131403285
2362,3964852,9,6,0,454,992297,33,1,0,1,1,110827870
2363,8231893,6,9,1,397,3977217,48,3,1,1,1,85057410
2364,8621110,6,4,1,816,909990,18,8,0,0,0,101750320
2365,5233231,10,4,1,668,4916914,22,7,0,1,0,68547730
2366,9529975,12,5,0,862,265694,5,9,1,1,1,79926970
2367,4884332,10,3,0,644,1777604,46,8,0,0,0,148620700
2368,5854535,10,8,0,640,802165,1,8,1,0,0,89071315
2369,2500068,7,9,1,802,2015712,1,8,1,0,0,53726905
2370,8624198,6,4,1,870,4529510,22,5,0,0,1,86704655
2371,4577041,8,2,1,478,1386400,4,5,0,0,0,38677590
2372,6628184,6,2,0,677,2675918,44,6,0,0,1,57009350
2373,3307231,12,5,0,332,4151803,6,5,1,0,0,147384810
2374,7761227,14,4,0,846,2625988,37,1,0,0,1,68127250
2375,4343296,8,2,1,571,4629887,25,9,1,1,0,57560135
2376,5169385,14,8,0,795,4565536,14,9,0,1,0,75273950
2377,7295126,13,6,1,614,1503379,14,3,0,0,1,79543720
2378,1931076,9,8,1,586,695494,49,8,0,1,1,32895260
2379,6304555,10,9,1,416,4079835,36,5,1,0,1,85817340
2380,5134440,12,4,1,416,2289598,45,2,1,0,1,91203280
2381,6246001,10,2,1,484,76315,47,1,1,1,0,56734140
2382,8044908,7,2,1,821,1659907,13,4,0,0,1,87939085
2383,867977,9,8,0,511,3702959,39,4,1,0,0,59146060
2384,5934675,9,7,0,860,603215,19,6,0,1,0,82368820
2385,2582489,7,4,1,579,4958315,26,10,0,1,1,28966765
2386,3646084,13,9,1,657,644011,35,7,0,1,1,66048210
2387,6376778,9,2,0,797,2236895,3,10,1,0,1,70548660
2388,703272,10,9,0,848,1626766,39,4,0,0,0,63129670
2389,4535828,8,3,1,341,4832970,19,6,0,1,0,61153560
2390,8744110,7,6,1,839,3832507,43,10,1,1,1,62248560
2391,7020445,8,2,0,784,1208383,42,8,0,1,0,91881085
2392,4711616,14,9,0,563,2019369,41,5,0,1,0,78842920
2393,7903950,9,5,1,636,4658853,28,9,0,1,1,79705415
2394,6169684,14,6,0,370,1464531,2,6,1,0,1,148731295
2395,4599928,12,9,0,507,2825952,22,7,1,1,1,35479460
2396,7280450,13,1,1,850,4977041,44,7,1,0,1,85777920
2397,7205989,11,9,0,338,1610003,28,7,1,1,1,41872070
2398,8254159,8,3,1,450,4712894,41,6,0,1,1,36252895
2399,4057761,10,8,0,883,2132795,3,9,1,1,0,127484280
2400,2961949,14,7,1,306,3127424,41,8,1,0,0,71645485
2401,9021945,14,3,0,732,2790211,11,7,1,0,0,127450335
2402,5362274,9,7,1,538,3418456,42,1,1,0,1,96656015
2403,4422591,6,1,1,893,4632859,46,9,1,1,0,33709575
2404,4923458,14,8,0,369,622161,18,6,0,0,1,83722605
2405,7679532,10,4,0,557,3822864,18,7,1,0,0,101670385
2406,5656365,14,4,0,660,3317553,48,8,0,1,1,40466820
2407,2408903,12,1,0,683,3182931,6,5,0,0,0,117406995
2408,4762273,7,7,1,399,1105478,40,3,0,1,1,93343275
2409,1008288,14,7,0,484,1708827,33,4,1,1,1,98468970
2410,5500435,12,8,0,875,2391204,4,3,0,0,1,106076300
2411,3900704,13,7,1,842,2124908,16,2,0,1,0,131937280
2412,2133562,11,6,1,884,588827,4,6,0,0,1,56475355
2413,9469491,7,6,0,854,3542548,34,1,0,0,1,46196955
2414,7795806,12,5,1,677,848769,24,5,1,0,0,46755040
2415,7558358,7,8,0,354,2155660,42,1,0,1,1,45955325
2416,4507358,14,2,0,642,3219786,21,2,1,0,0,114408885
2417,550862,13,9,1,862,3192775,39,3,0,0,0,121773490
2418,9016138,6,7,1,544,2834195,13,2,0,0,0,84490930
2419,509219,11,1,1,742,1936259,7,6,1,0,0,76574445
2420,9104125,12,9,1,601,3908384,37,3,1,0,0,69272620
2421,1218339,12,3,1,774,2318169,41,9,1,1,0,129381915
2422,6163714,10,7,1,509,833140,21,2,1,0,1,58714995
2423,2811663,9,2,1,649,3731532,43,10,1,0,0,77794640
2424,3592343,11,9,1,719,3830165,30,1,1,0,1,48500835
2425,8410572,10,3,1,634,3574186,22,4,0,0,1,69346350
2426,7269894,14,5,0,787,1372413,0,10,1,0,0,132652315
2427,7265821,12,4,0,721,4495212,24,5,1,1,0,50039675
2428,6240041,10,1,1,602,2924111,9,4,0,0,1,73073000
2429,2242490,10,3,0,839,703724,24,9,1,0,0,44963985
2430,7772346,7,5,0,426,1945631,43,6,1,0,0,95308435
2431,2323878,9,1,1,523,2093109,20,3,0,0,0,104811210
2432,6014974,12,8,1,681,77462,28,10,1,1,1,99682230
2433,1169951,7,6,1,647,714797,16,7,1,1,1,40213510
2434,6624071,10,2,1,478,3040238,35,9,0,1,0,86556465
2435,8426772,12,1,0,592,4507178,10,8,1,0,0,58359120
2436,3268337,13,1,1,713,900430,1,3,0,0,0,71824335
2437,1757767,7,7,1,851,4209199,4,2,0,1,0,72920430
2438,6798492,14,6,0,806,4222322,13,10,1,1,1,81015765
2439,1108714,9,9,1,793,1902173,11,8,1,1,0,147660750
2440,2666231,13,2,0,435,2480337,25,8,0,1,0,60631610
2441,2732547,14,3,1,897,1982733,2,4,1,1,0,106970550
2442,2797942,11,4,1,880,698013,23,5,1,1,0,25131710
2443,5772317,13,3,1,754,4343499,21,4,0,0,0,85674625
2444,7068160,14,4,1,505,2837607,18,5,0,0,1,63450870
2445,5840943,8,7,0,502,2581063,0,1,1,0,0,59578220
2446,1761668,7,9,0,500,2497269,14,7,0,1,1,59857810
2447,9135525,8,8,0,753,2327614,12,4,0,0,1,66344955
2448,9798759,14,3,1,341,3765452,29,5,0,1,0,77517970
2449,7515037,13,2,0,769,4901386,11,9,0,1,1,80936195
2450,7763705,6,9,1,858,827471,49,1,1,0,0,92324195
2451,6064154,7,2,0,853,402132,41,6,0,1,0,62906655
2452,4818396,10,1,0,643,3166867,18,2,0,1,0,91791295
2453,4686247,10,5,0,418,380920,17,3,0,0,0,68268505
2454,5515585,7,7,1,393,1624914,28,4,1,0,1,64257885
2455,863036,8,9,1,404,1255988,39,8,0,1,1,32818975
2456,6764848,11,4,1,839,2351055,0,7,1,0,1,59725315
2457,6511246,14,6,1,651,3369835,14,10,0,1,0,171120030
2458,9851150,9,2,0,532,4646883,40,5,0,1,1,69601485
2459,9309683,9,6,1,305,928452,24,8,1,1,1,67169490
2460,7886774,10,5,0,325,4205782,6,10,0,0,1,63429700
2461,3336615,8,9,0,357,1110641,37,1,0,1,1,81513260
2462,6969276,12,3,0,509,1897345,46,5,0,0,0,65777745
2463,1488938,7,6,1,874,4119132,48,1,0,0,0,138985430
2464,2993905,6,9,1,784,938260,45,3,1,0,1,98616430
2465,9150961,6,5,0,567,1329762,13,3,1,0,0,77122310
2466,8706973,10,3,0,622,4178324,26,9,1,1,0,114620220
2467,8997480,11,8,1,665,3075695,45,5,0,1,1,38286675
2468,3465160,11,4,0,320,1501088,21,7,0,1,1,73806285
2469,599920,9,7,0,616,3494579,39,10,0,0,0,48819480
2470,9166628,6,6,0,758,2262150,48,7,1,1,1,71351295
2471,2505413,9,9,0,389,2350307,31,9,1,1,1,121461050
2472,6779865,11,4,0,881,1568128,34,4,0,1,1,55516135
2473,7322833,10,6,1,823,3471644,1,10,0,0,0,52094625
2474,3581975,9,9,1,848,4702263,31,3,1,0,1,106131780
2475,7159080,13,9,0,467,1544859,38,2,1,1,1,85303420
2476,829146,7,1,0,624,3977790,28,6,0,1,1,92082200
2477,3127492,12,1,0,452,1703157,22,8,1,1,0,53901010
2478,8054818,12,2,1,800,374483,14,10,0,1,0,78438865
2479,1531318,13,5,1,723,3445099,43,2,1,0,1,44655195
2480,2904780,10,4,1,532,1041444,33,1,1,1,1,30069430
2481,9215264,11,9,0,780,1111293,24,8,1,0,0,96741060
2482,7376406,13,2,1,816,2310117,35,1,0,1,1,65975210
2483,927021,9,2,0,812,2738228,23,9,1,1,1,115298390
2484,3055160,13,3,0,617,4092428,36,8,0,1,1,33467945
2485,5287021,10,8,0,720,1874930,33,9,1,1,0,112010105
2486,2230292,13,4,0,621,3617081,3,2,0,0,0,92087310
2487,2890940,12,4,1,360,2327426,21,4,0,1,1,105399955
2488,4553220,6,1,0,889,3356476,12,2,1,0,0,106604820
2489,8872566,7,1,0,446,2465628,48,3,1,1,1,79661250
2490,3668954,8,1,0,569,2783664,27,2,0,1,1,125907845
2491,5296300,12,6,0,623,2911902,42,8,1,1,1,107823555
2492,3125971,11,3,0,511,2758611,14,10,1,0,1,65534290
2493,3836149,10,9,1,337,3466106,42,6,1,0,1,59904165
2494,7227516,10,6,0,303,1434852,5,6,1,1,1,126693690
2495,5566176,11,5,0,384,2303833,34,7,0,1,0,103944700
2496,537691,7,6,0,793,1853820,46,4,1,1,1,84542760
2497,2247190,9,8,0,373,4538728,38,5,1,0,1,134233495
2498,814064,7,4,1,581,3892162,1,7,0,1,0,49927985
2499,6561421,13,1,0,663,2566927,49,7,0,0,1,59262860
2500,4639206,12,1,1,530,3708387,12,6,1,0,0,49943680
2501,5350414,14,8,1,574,4614088,26,7,0,0,1,56088090
2502,6897019,10,3,1,364,1362374,7,2,0,1,1,104903190
2503,6172668,8,6,1,341,3264704,6,4,1,0,1,42672150
2504,9161395,14,2,0,425,55737,45,10,1,1,0,63480070
2505,4965871,10,8,1,890,254105,23,2,1,1,0,72437170
2506,5376043,6,4,1,894,4997645,11,10,1,1,0,68741180
2507,9192583,10,8,0,453,4603981,24,1,1,1,0,55813245
2508,6786870,10,4,1,844,74411,22,2,1,0,0,122598755
2509,5420006,12,4,1,602,3829174,35,6,0,0,1,78229355
2510,2721010,8,9,1,653,2449616,13,5,0,0,0,66315390
2511,3132250,6,1,1,329,3997359,5,10,1,0,0,82262240
2512,3737500,11,2,1,656,1033905,1,4,1,1,0,91381035
2513,4869118,11,6,0,838,4728862,33,4,0,0,1,64301320
2514,7052498,14,6,1,334,4578464,42,10,1,0,1,83087505
2515,1039598,14,4,1,786,1915728,44,3,0,1,0,49304930
2516,9831571,11,8,0,334,3867418,2,4,1,1,0,59809995
2517,2127076,11,6,1,693,3723457,48,4,1,0,0,90621835
2518,1069706,11,3,1,884,4959599,39,4,1,1,1,73000000
2519,2747725,9,8,1,399,34916,23,4,0,0,0,42733105
2520,2377034,12,5,0,640,443935,28,10,1,1,1,26473815
2521,5747428,9,8,1,755,4696046,29,5,0,1,0,84661020
2522,8205868,11,8,1,555,2957306,29,1,0,0,1,115977655
2523,4186599,12,1,0,489,2814273,22,3,1,1,0,133876160
2524,4131487,9,8,1,529,640192,32,1,1,1,0,69451835
2525,9068531,13,3,1,426,2481925,17,4,1,0,1,41044250
2526,5715139,9,6,0,383,3921211,35,1,0,0,1,142370805
2527,4826281,13,6,1,345,3435509,45,2,1,0,1,70989580
2528,8538995,10,5,0,781,4202209,9,2,0,0,0,162911910
2529,8430198,7,3,0,498,4496277,13,10,0,1,1,167689030
2530,9219726,13,5,0,702,4492699,21,3,1,1,1,56207080
2531,8704398,13,2,1,484,3098021,14,9,0,1,1,46763800
2532,1976235,12,3,0,707,577983,36,4,0,0,1,50172535
2533,758697,13,9,0,513,793877,48,4,0,0,0,126584190
2534,6629323,11,7,1,352,3363551,2,9,0,1,1,144571755
2535,8888754,13,9,1,535,30729,12,3,1,0,1,56505285
2536,9697746,7,8,1,531,1761780,24,5,1,1,0,55132885
2537,2081432,13,5,0,829,2901674,35,4,0,0,0,161562870
2538,1762336,12,1,1,397,2747956,6,5,1,0,1,148147660
2539,7756991,14,3,1,834,2747224,13,6,1,0,0,50676965
2540,8650434,12,7,1,556,3582041,44,2,1,1,1,56341035
2541,4324961,14,2,1,763,2879205,42,10,1,0,0,29465720
2542,4588484,6,2,1,568,1246834,15,1,0,1,1,152088930
2543,8729533,10,2,0,776,4281013,25,3,0,0,0,101611620
2544,855218,13,8,0,707,442195,27,4,1,0,1,70824600
2545,3728565,14,2,0,576,3486210,19,5,1,1,0,116025105
2546,2331763,9,7,0,829,4335010,10,6,0,1,0,57981710
2547,5143731,8,8,0,352,747553,43,9,1,1,1,41478965
2548,6401466,11,7,0,635,1991070,0,5,0,0,1,56283365
2549,3181552,9,6,0,693,1437574,4,4,0,0,1,98411665
2550,8618921,14,5,1,860,997413,6,6,0,0,0,55721265
2551,660993,14,7,0,798,4589272,5,3,0,0,0,111340695
2552,3619926,13,1,0,791,2579833,43,5,1,1,1,65628825
2553,6151455,8,4,1,421,4065867,48,6,1,1,0,86964170
2554,6440679,12,3,1,856,563144,20,8,0,1,0,134606525
2555,9210648,8,8,0,490,2350600,34,4,1,1,1,111999885
2556,9922183,9,8,1,492,4455144,47,5,0,1,1,75850650
2557,2711532,14,5,0,738,2944300,36,8,0,0,1,83850355
2558,3547819,6,9,0,413,1077622,27,8,1,0,0,47293415
2559,1939292,11,6,0,812,3134740,37,3,0,1,1,95875280
2560,2526435,6,7,1,789,2754255,40,9,1,1,1,67488500
2561,5988666,13,7,0,872,1879874,9,6,1,0,1,136559275
2562,540924,13,8,0,309,713303,35,6,0,1,0,72818230
2563,4207180,8,5,0,805,745865,21,1,1,1,1,104274295
2564,5421669,8,6,0,521,926023,25,7,1,0,1,73180310
2565,4415821,12,4,0,888,2139733,25,7,0,1,1,91841300
2566,8252945,11,9,1,410,1314160,20,5,1,0,0,56305630
2567,6434868,8,1,1,846,1779793,35,9,1,1,0,74186250
2568,2255913,11,3,1,416,7485,26,6,1,1,1,90402105
2569,2129704,13,5,1,491,2151287,41,2,0,0,0,28738640
2570,3797524,13,2,1,530,3939540,47,1,1,0,1,84279960
2571,8959815,13,6,0,815,4106181,45,1,1,1,1,139347510
2572,1459049,9,5,1,454,2805294,43,3,1,0,0,136645780
2573,9494698,7,7,0,481,990931,38,2,0,1,1,139327800
2574,5202157,14,8,1,898,4188606,39,3,1,1,0,100358940
2575,8497590,10,6,1,600,1533200,6,3,1,0,1,69339050
